id,olsera_product_id,parent_id,parent_name,name,sku,category,brand_name,klasifikasi,price,buy_price,stock,image_url,description,published,pos_hidden,has_variant,is_variant,variant_name,variant_sku,variant_stock,variant_price
104081048,104081048,104081048,RDA NITROUS 22MM HYBRID DUAL CAP ONLY OLIVIA,RDA NITROUS 22MM HYBRID DUAL CAP ONLY OLIVIA,1111250002,Others,,ATOMIZER,330000,275000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69195ae1006dc.jpeg,,1,0,0,NO,,,0,0
104081047,104081047,104081047,POD FOOM X SIGNATURE BLUE DENIM,POD FOOM X SIGNATURE BLUE DENIM,1111250001,Others,,POD,290000,255000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_691416e97ee81.jpeg,,1,0,0,NO,,,0,0
56831636,56831636,103761206,LIQUID FREEBASE VAPEZOO TOKYO WAFER CHEESE 60ML,LIQUID FREEBASE VAPEZOO TOKYO WAFER CHEESE 60ML - 3MG,0511250016,Others,,NP FREEBASE,160000,130000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69102de79a01c.jpeg,,1,0,1,YES,3MG,0511250016,0,160000
56831637,56831637,103761206,LIQUID FREEBASE VAPEZOO TOKYO WAFER CHEESE 60ML,LIQUID FREEBASE VAPEZOO TOKYO WAFER CHEESE 60ML - 6MG,0511250017,Others,,NP FREEBASE,160000,130000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69102de79a01c.jpeg,,1,0,1,YES,6MG,0511250017,0,160000
56831635,56831635,103761205,LIQUID SALTNIC BUAQITA GUMMY TUTTI FRUITY GUM 30ML,LIQUID SALTNIC BUAQITA GUMMY TUTTI FRUITY GUM 30ML - 30MG,0511250015,Others,,NP SALTNIC,110000,87500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_691030de95cba.jpeg,,1,0,1,YES,30MG,0511250015,0,110000
56831634,56831634,103761204,LIQUID SALTNIC FOOM VIETNAM COFFEE DRIP 30ML,LIQUID SALTNIC FOOM VIETNAM COFFEE DRIP 30ML - 30MG,0511250014,Others,,NP SALTNIC,110000,86500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690d82391ca2d.jpeg,,1,0,1,YES,30MG,0511250014,1,110000
56831633,56831633,103761203,LIQUID SALTNIC FOOM THAI MANGO STICKY RICE 30ML,LIQUID SALTNIC FOOM THAI MANGO STICKY RICE 30ML - 30MG,0511250013,Others,,NP SALTNIC,110000,86500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69103174da5af.jpeg,,1,0,1,YES,30MG,0511250013,1,110000
56831632,56831632,103761202,LIQUID SALTNIC KETENG FRIENDLYPACK NANAS DINGIN 15ML,LIQUID SALTNIC KETENG FRIENDLYPACK NANAS DINGIN 15ML - 10MG,0511250012,Others,,NP SALTNIC,40000,24375,12,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690d83773b876.jpeg,,1,0,1,YES,10MG,0511250012,12,40000
56831631,56831631,103761201,LIQUID SALTNIC KETENG FRIENDLYPACK MELON DINGIN 15ML,LIQUID SALTNIC KETENG FRIENDLYPACK MELON DINGIN 15ML - 10MG,0511250011,Others,,NP SALTNIC,40000,24375,13,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690d83c8eeac1.jpeg,,1,0,1,YES,10MG,0511250011,13,40000
56831630,56831630,103761200,LIQUID SALTNIC KETENG FRIENDLYPACK LECI DINGIN 15ML,LIQUID SALTNIC KETENG FRIENDLYPACK LECI DINGIN 15ML - 10MG,0511250010,Others,,NP SALTNIC,40000,24375,9,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690d841347e8b.jpeg,,1,0,1,YES,10MG,0511250010,9,40000
56831629,56831629,103761199,LIQUID SALTNIC KETENG FRIENDLYPACK ES TEH MANIS 15ML,LIQUID SALTNIC KETENG FRIENDLYPACK ES TEH MANIS 15ML - 10MG,0511250009,Others,,NP SALTNIC,40000,24375,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690d8451d6559.jpeg,,1,0,1,YES,10MG,0511250009,0,40000
56831628,56831628,103761198,LIQUID SALTNIC KETENG FRIENDLYPACK ES STRAWBERRY 15ML,LIQUID SALTNIC KETENG FRIENDLYPACK ES STRAWBERRY 15ML - 10MG,0511250008,Others,,NP SALTNIC,40000,24375,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690d84b9ac2b3.jpeg,,1,0,1,YES,10MG,0511250008,1,40000
56831627,56831627,103761196,LIQUID SALTNIC KETENG FRIENDLYPACK ES MANGGA 15ML,LIQUID SALTNIC KETENG FRIENDLYPACK ES MANGGA 15ML - 10MG,0511250007,Others,,NP SALTNIC,40000,24375,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69102f57baf1a.jpeg,,1,0,1,YES,10MG,0511250007,0,40000
56831626,56831626,103761195,LIQUID SALTNIC KETENG FRIENDLYPACK ES COLA 15ML,LIQUID SALTNIC KETENG FRIENDLYPACK ES COLA 15ML - 10MG,0511250006,Others,,NP SALTNIC,40000,24375,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69102f331827e.jpeg,,1,0,1,YES,10MG,0511250006,0,40000
56831625,56831625,103761194,LIQUID SALTNIC KETENG FRIENDLYPACK ES ANGGUR 15ML,LIQUID SALTNIC KETENG FRIENDLYPACK ES ANGGUR 15ML - 10MG,0511250005,Others,,NP SALTNIC,40000,24375,15,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69102f02e8279.jpeg,,1,0,1,YES,10MG,0511250005,15,40000
103761193,103761193,103761193,POD TRML T28 JET BLACK BUNDLING LIQUID 15ML,POD TRML T28 JET BLACK BUNDLING LIQUID 15ML,0511250004,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690c37108f364.jpeg,,1,0,0,NO,,,0,0
103761192,103761192,103761192,POD TRML T28 CLEAN WHITE BUNDLING LIQUID 15ML,POD TRML T28 CLEAN WHITE BUNDLING LIQUID 15ML,0511250003,Others,,POD,200000,165000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690c36f445fc8.jpeg,,1,0,0,NO,,,0,0
103761191,103761191,103761191,POD TRML T28 EMERALD GREEN BUNDLING LIQUID 15ML,POD TRML T28 EMERALD GREEN BUNDLING LIQUID 15ML,0511250002,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690c36d409c71.jpeg,,1,0,0,NO,,,0,0
103761190,103761190,103761190,POD TRML T28 EARTHY BROWN BUNDLING LIQUID 15ML,POD TRML T28 EARTHY BROWN BUNDLING LIQUID 15ML,0511250001,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690c36b38fcd8.jpeg,,1,0,0,NO,,,0,0
56656141,56656141,103299480,LIQUID SALTNIC EJM TICKETS MOJITO BERRY FREEZE 30ML,LIQUID SALTNIC EJM TICKETS MOJITO BERRY FREEZE 30ML - 25MG,3010250019,Others,,NP SALTNIC,115000,95000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6905ff556d482.jpeg,,1,0,1,YES,25MG,3010250019,0,115000
56656140,56656140,103299479,LIQUID SALTNIC FLOOID X FOOM CHERRY MINT 30ML,LIQUID SALTNIC FLOOID X FOOM CHERRY MINT 30ML - 30MG,3010250018,Others,,NP SALTNIC,110000,86500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6905ff7bd7e9b.jpeg,,1,0,1,YES,30MG,3010250018,0,110000
56656139,56656139,103299478,LIQUID SALTNIC FOOM MUNG BEAN 30ML,LIQUID SALTNIC FOOM MUNG BEAN 30ML - 30MG,3010250017,Others,,NP SALTNIC,110000,86500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6905ffa83d0bc.jpeg,,1,0,1,YES,30MG,3010250017,0,110000
56656138,56656138,103299477,LIQUID SALTNIC RSR BREW FRIENDLYPACK YELO WATERMELON 15ML,LIQUID SALTNIC RSR BREW FRIENDLYPACK YELO WATERMELON 15ML - 10MG,3010250016,Others,,NP SALTNIC,45000,26875,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69099601c0938.jpeg,,1,0,1,YES,10MG,3010250016,0,45000
56656137,56656137,103299476,LIQUID SALTNIC RSR BREW FRIENDLYPACK YELO GRAPE 15ML,LIQUID SALTNIC RSR BREW FRIENDLYPACK YELO GRAPE 15ML - 10MG,3010250015,Others,,NP SALTNIC,45000,26875,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69099619024c0.jpeg,,1,0,1,YES,10MG,3010250015,0,45000
56656136,56656136,103299475,LIQUID SALTNIC RSR BREW FRIENDLYPACK YELO MANGO 15ML,LIQUID SALTNIC RSR BREW FRIENDLYPACK YELO MANGO 15ML - 10MG,3010250014,Others,,NP SALTNIC,45000,26875,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69099631de656.jpeg,,1,0,1,YES,10MG,3010250014,0,45000
56656135,56656135,103299474,LIQUID SALTNIC YOGZ FREEZING V4 MATCHA 30ML,LIQUID SALTNIC YOGZ FREEZING V4 MATCHA 30ML - 25MG,3010250013,Others,,NP SALTNIC,110000,85000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6905ffd3b58c2.jpeg,,1,0,1,YES,25MG,3010250013,0,110000
56656134,56656134,103299473,LIQUID SALTNIC YOGZ FREEZING V3 STRAWBERRY 30ML,LIQUID SALTNIC YOGZ FREEZING V3 STRAWBERRY 30ML - 25MG,3010250012,Others,,NP SALTNIC,110000,85000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6905ffebcbe06.jpeg,,1,0,1,YES,25MG,3010250012,0,110000
56656132,56656132,103299472,LIQUID FREEBASE YOGZ V4 MATCHA 60ML,LIQUID FREEBASE YOGZ V4 MATCHA 60ML - 3MG,3010250010,Others,,NP FREEBASE,140000,115000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69060009abcd4.jpeg,,1,0,1,YES,3MG,3010250010,0,140000
56656133,56656133,103299472,LIQUID FREEBASE YOGZ V4 MATCHA 60ML,LIQUID FREEBASE YOGZ V4 MATCHA 60ML - 6MG,3010250011,Others,,NP FREEBASE,140000,115000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69060009abcd4.jpeg,,1,0,1,YES,6MG,3010250011,0,140000
56656130,56656130,103299471,LIQUID FREEBASE YOGZ V3 STRAWBERRY 60ML,LIQUID FREEBASE YOGZ V3 STRAWBERRY 60ML - 3MG,3010250008,Others,,NP FREEBASE,140000,115000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6906002fc1236.jpeg,,1,0,1,YES,3MG,3010250008,0,140000
56656131,56656131,103299471,LIQUID FREEBASE YOGZ V3 STRAWBERRY 60ML,LIQUID FREEBASE YOGZ V3 STRAWBERRY 60ML - 6MG,3010250009,Others,,NP FREEBASE,140000,115000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6906002fc1236.jpeg,,1,0,1,YES,6MG,3010250009,0,140000
103299470,103299470,103299470,POD OXVA NEXLIM GO SPACE GREY,POD OXVA NEXLIM GO SPACE GREY,3010250007,Others,,POD,260000,215000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690652b0d85db.jpeg,,1,0,0,NO,,,0,0
103299469,103299469,103299469,POD OXVA NEXLIM GO SAHARA BROWN,POD OXVA NEXLIM GO SAHARA BROWN,3010250006,Others,,POD,260000,215000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69065290d3219.jpeg,,1,0,0,NO,,,0,0
103299468,103299468,103299468,POD VAPORESSO XROS 5 MINI X BIMO PD BIMO DENIM PINK BUNDLING LIQUID 15ML,POD VAPORESSO XROS 5 MINI X BIMO PD BIMO DENIM PINK BUNDLING LIQUID 15ML,3010250005,Others,,POD,215000,185000,4,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69065271efa41.jpeg,,1,0,0,NO,,,0,0
103299467,103299467,103299467,CARTRIDGE OXVA XLIM PRO TOP FILL STAINLESS STELL 0.8 OHM,CARTRIDGE OXVA XLIM PRO TOP FILL STAINLESS STELL 0.8 OHM,3010250004,Others,,CARTRIDGE,45000,36333,4,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690652541328c.jpeg,,1,0,0,NO,,,0,0
103299466,103299466,103299466,CARTRIDGE OXVA XLIM PRO TOP FILL STAINLESS STELL 0.6 OHM,CARTRIDGE OXVA XLIM PRO TOP FILL STAINLESS STELL 0.6 OHM,3010250003,Others,,CARTRIDGE,45000,36333,2,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690652358d102.jpeg,,1,0,0,NO,,,0,0
103299465,103299465,103299465,POD OXVA XLIM PRO 2 DNA NEBULA GRAY,POD OXVA XLIM PRO 2 DNA NEBULA GRAY,3010250002,Others,,POD,465000,410000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_69065208b8137.jpeg,,1,0,0,NO,,,0,0
103299464,103299464,103299464,POD OXVA XLIM PRO 2 DNA FROST TITANIUM BLUE,POD OXVA XLIM PRO 2 DNA FROST TITANIUM BLUE,3010250001,Others,,POD,465000,410000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_690651e79809b.jpeg,,1,0,0,NO,,,0,0
56366018,56366018,102762801,LIQUID SALTNIC EJM TICKETS MANGO FREEZE 30ML,LIQUID SALTNIC EJM TICKETS MANGO FREEZE 30ML - 25MG,2310250009,Others,,NP SALTNIC,115000,95000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68fb290562564.jpeg,,1,0,1,YES,25MG,2310250009,0,115000
56366017,56366017,102762800,LIQUID SALTNIC EJM TICKETS LYCHEE BLACKBERRY FREEZE 30ML,LIQUID SALTNIC EJM TICKETS LYCHEE BLACKBERRY FREEZE 30ML - 25MG,2310250008,Others,,NP SALTNIC,115000,95000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68fb2a3411f18.jpeg,,1,0,1,YES,25MG,2310250008,1,115000
56366016,56366016,102762799,LIQUID SALTNIC EJM TICKETS GRAPE XTRA ICE 30ML,LIQUID SALTNIC EJM TICKETS GRAPE XTRA ICE 30ML - 25MG,2310250007,Others,,NP SALTNIC,115000,95000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68fb2a7f428d7.jpeg,,1,0,1,YES,25MG,2310250007,0,115000
56366015,56366015,102762798,LIQUID SALTNIC EJM TICKETS MANGO XTRA ICE 30ML,LIQUID SALTNIC EJM TICKETS MANGO XTRA ICE 30ML - 25MG,2310250006,Others,,NP SALTNIC,115000,95000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68fb2ad028d0a.jpeg,,1,0,1,YES,25MG,2310250006,0,115000
56366014,56366014,102762797,LIQUID SALTNIC FLOOID FOOM X CYCLOZ SOUR SERIES SOUR PUNCH 30ML,LIQUID SALTNIC FLOOID FOOM X CYCLOZ SOUR SERIES SOUR PUNCH 30ML - 30MG,2310250005,Others,,NP SALTNIC,110000,86500,3,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68fb2be2c1107.jpeg,,1,0,1,YES,30MG,2310250005,3,110000
56366013,56366013,102762796,LIQUID SALTNIC FLOOID FOOM X CYCLOZ SOUR SERIES STRAWBERRY SOURSOP 30ML,LIQUID SALTNIC FLOOID FOOM X CYCLOZ SOUR SERIES STRAWBERRY SOURSOP 30ML - 30MG,2310250004,Others,,NP SALTNIC,110000,86500,3,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68fb2bf69ec66.jpeg,,1,0,1,YES,30MG,2310250004,3,110000
56366012,56366012,102762795,LIQUID PODS FRIENDLY AMERICAN FRUITY MANGO HONEYDEW MIX FLAVOUR 30ML,LIQUID PODS FRIENDLY AMERICAN FRUITY MANGO HONEYDEW MIX FLAVOUR 30ML - 12MG,2310250003,Others,,NP PODS FRIENDLY,100000,74500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68fb2c26a6509.jpeg,,1,0,1,YES,12MG,2310250003,0,100000
56366011,56366011,102762794,LIQUID PODS FRIENDLY AMERICAN FRUITY MANGO LYCHEE MIX FLAVOUR 30ML,LIQUID PODS FRIENDLY AMERICAN FRUITY MANGO LYCHEE MIX FLAVOUR 30ML - 12MG,2310250002,Others,,NP PODS FRIENDLY,90000,74500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68fb2c6dd98ae.jpeg,,1,0,1,YES,12MG,2310250002,0,90000
56366008,56366008,102762792,LIQUID PODS FRIENDLY AMERICAN FRUITY MANGO BERRY MIX FLAVOUR 30ML,LIQUID PODS FRIENDLY AMERICAN FRUITY MANGO BERRY MIX FLAVOUR 30ML - 12MG,2310250001,Others,,NP PODS FRIENDLY,90000,74500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68fb2c8314d7a.jpeg,,1,0,1,YES,12MG,2310250001,0,90000
56117806,56117806,102323275,LIQUID FREEBASE EMKAY BULE BOLU 60ML,LIQUID FREEBASE EMKAY BULE BOLU 60ML - 6MG,1510250017,Others,,NP FREEBASE,155000,127500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0acf657139.jpeg,,1,0,1,YES,6MG,1510250017,0,155000
56117805,56117805,102323274,LIQUID PODS FRIENDLY HANNA SERIES TARO HANNA 30ML,LIQUID PODS FRIENDLY HANNA SERIES TARO HANNA 30ML - 15MG,1510250016,Others,,NP PODS FRIENDLY,75000,59000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0ad10e3752.jpeg,,1,0,1,YES,15MG,1510250016,1,75000
56117804,56117804,102323273,LIQUID PODS FRIENDLY HANNA SERIES MELON BUBBLEGUM 30ML,LIQUID PODS FRIENDLY HANNA SERIES MELON BUBBLEGUM 30ML - 15MG,1510250015,Others,,NP PODS FRIENDLY,75000,59000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0ad3d9b5d1.jpeg,,1,0,1,YES,15MG,1510250015,0,75000
56117803,56117803,102323272,LIQUID PODS FRIENDLY HANNA SERIES STRAWBERRY BUBBLEGUM 30ML,LIQUID PODS FRIENDLY HANNA SERIES STRAWBERRY BUBBLEGUM 30ML - 15MG,1510250014,Others,,NP PODS FRIENDLY,75000,59000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0ad746a48d.jpeg,,1,0,1,YES,15MG,1510250014,0,75000
56117802,56117802,102323271,LIQUID PODS FRIENDLY HANNA SERIES MANGO BUBBLEGUM 30ML,LIQUID PODS FRIENDLY HANNA SERIES MANGO BUBBLEGUM 30ML - 15MG,1510250013,Others,,NP PODS FRIENDLY,75000,59000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0ad9b07368.jpeg,,1,0,1,YES,15MG,1510250013,0,75000
56117800,56117800,102323270,LIQUID FREEBASE THE LAZY BLUEBERRY CREAM CRUNCHY 60ML,LIQUID FREEBASE THE LAZY BLUEBERRY CREAM CRUNCHY 60ML - 3MG,1510250011,Others,,NP FREEBASE,155000,125000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0adb202eaf.jpeg,,1,0,1,YES,3MG,1510250011,0,155000
56117801,56117801,102323270,LIQUID FREEBASE THE LAZY BLUEBERRY CREAM CRUNCHY 60ML,LIQUID FREEBASE THE LAZY BLUEBERRY CREAM CRUNCHY 60ML - 6MG,1510250012,Others,,NP FREEBASE,155000,125000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0adb202eaf.jpeg,,1,0,1,YES,6MG,1510250012,0,155000
102323269,102323269,102323269,RDA NITROUS 23MM ROYAL EDITION ALEXANDER,RDA NITROUS 23MM ROYAL EDITION ALEXANDER,1510250010,Others,,ATOMIZER,380000,325000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f35ffb747c3.jpeg,,1,0,0,NO,,,0,0
102323268,102323268,102323268,POD FOOM X CHAMPION SERIES BLUE TEAM EDITION BUNDLING LIQUID 15ML,POD FOOM X CHAMPION SERIES BLUE TEAM EDITION BUNDLING LIQUID 15ML,1510250009,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0add69e89b.jpeg,,1,0,0,NO,,,0,0
102323267,102323267,102323267,POD TRML T28 KIT SOFT PINK,POD TRML T28 KIT SOFT PINK,1510250008,Others,,POD,170000,135000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f35fa774d92.jpeg,,1,0,0,NO,,,0,0
102323266,102323266,102323266,POD TRML T28 KIT ONYX BLACK,POD TRML T28 KIT ONYX BLACK,1510250007,Others,,POD,170000,135000,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f8c10a1f2dc.jpeg,,1,0,0,NO,,,0,0
102323265,102323265,102323265,POD OXVA XLIM GO 2 BLACK SHADOW BUNDLING LIQUID 15ML,POD OXVA XLIM GO 2 BLACK SHADOW BUNDLING LIQUID 15ML,1510250006,Others,,POD,200000,167500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0aebe8dbd9.jpeg,,1,0,0,NO,,,0,0
102323264,102323264,102323264,POD OXVA XLIM GO 2 LIGHT BROWN SHADOW BUNDLING LIQUID 15ML,POD OXVA XLIM GO 2 LIGHT BROWN SHADOW BUNDLING LIQUID 15ML,1510250005,Others,,POD,200000,167500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0ae6a7b8f6.jpeg,,1,0,0,NO,,,0,0
102323263,102323263,102323263,POD OXVA XLIM GO 2 PINK RIPPLE BUNDLING LIQUID 15ML,POD OXVA XLIM GO 2 PINK RIPPLE BUNDLING LIQUID 15ML,1510250004,Others,,POD,200000,167500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0ae35c936f.jpeg,,1,0,0,NO,,,0,0
102323262,102323262,102323262,POD OXVA XLIM GO 2 BLUE RIPPLE BUNDLING LIQUID 15ML,POD OXVA XLIM GO 2 BLUE RIPPLE BUNDLING LIQUID 15ML,1510250003,Others,,POD,200000,167500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0ae1da7543.jpeg,,1,0,0,NO,,,0,0
102323261,102323261,102323261,POD OXVA XLIM GO 2 METAL SILVER BUNDLING LIQUID 15ML,POD OXVA XLIM GO 2 METAL SILVER BUNDLING LIQUID 15ML,1510250002,Others,,POD,200000,167500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f0adfb679a6.jpeg,,1,0,0,NO,,,0,0
102323260,102323260,102323260,POD OXVA XLIM GO 2 METAL BLUE BUNDLING LIQUID 15ML,POD OXVA XLIM GO 2 METAL BLUE BUNDLING LIQUID 15ML,1510250001,Others,,POD,200000,167500,1,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68f360205508f.jpeg,,1,0,0,NO,,,0,0
55723230,55723230,101469298,LIQUID FREEBASE LCV JUICE FRUITY MANGO MAGIC 60ML,LIQUID FREEBASE LCV JUICE FRUITY MANGO MAGIC 60ML - 3MG,0210250007,Others,,NP FREEBASE,100000,80000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68e5dfc9c9c95.jpeg,,1,0,1,YES,3MG,0210250007,0,100000
55723229,55723229,101469297,LIQUID FREEBASE LCV JUICE FRUITY GRAPE BERRY 60ML,LIQUID FREEBASE LCV JUICE FRUITY GRAPE BERRY 60ML - 3MG,0210250006,Others,,NP FREEBASE,100000,80000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68e5dd36006f9.jpeg,,1,0,1,YES,3MG,0210250006,0,100000
55723228,55723228,101469296,LIQUID FREEBASE LCV JUICE FRUITY LYCHEE ICE FRUITY 60ML,LIQUID FREEBASE LCV JUICE FRUITY LYCHEE ICE FRUITY 60ML - 3MG,0210250005,Others,,NP FREEBASE,100000,80000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68e5dd22508f3.jpeg,,1,0,1,YES,3MG,0210250005,0,100000
55723227,55723227,101469295,LIQUID FREEBASE LCV JUICE FRUITY HONEYDEW APPLE 60ML,LIQUID FREEBASE LCV JUICE FRUITY HONEYDEW APPLE 60ML - 3MG,0210250004,Others,,NP FREEBASE,100000,80000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68e5dcf9cdc39.jpeg,,1,0,1,YES,3MG,0210250004,0,100000
101469294,101469294,101469294,POD OXVA XLIM GO WORLD BLACK BUNDLING LIQUID 15ML,POD OXVA XLIM GO WORLD BLACK BUNDLING LIQUID 15ML,0210250002,Others,,POD,200000,160000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68e5dce461506.jpeg,,1,0,0,NO,,,0,0
101469293,101469293,101469293,POD OXVA XLIM GO VIOLET BUNDLING LIQUID 15ML,POD OXVA XLIM GO VIOLET BUNDLING LIQUID 15ML,0210250001,Others,,POD,200000,150000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68e4bf8480c76.jpeg,,1,0,0,NO,,,0,0
101068335,101068335,101068335,POD TRML T28 SOFT PINK BUNDLING LIQUID 15ML,POD TRML T28 SOFT PINK BUNDLING LIQUID 15ML,2509250003,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68d92193cca8f.jpeg,,1,0,0,NO,,,0,0
101068334,101068334,101068334,POD TRML T28 RICH BROWN BUNDLING LIQUID 15ML,POD TRML T28 RICH BROWN BUNDLING LIQUID 15ML,2509250002,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68d92171042b0.jpeg,,1,0,0,NO,,,0,0
101068333,101068333,101068333,POD TRML T28 MIDNIGHT BLUE BUNDLING LIQUID 15ML,POD TRML T28 MIDNIGHT BLUE BUNDLING LIQUID 15ML,2509250001,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68d9215914929.jpeg,,1,0,0,NO,,,0,0
55309782,55309782,100715155,LIQUID SALTNIC JUICENATION BUAQITA MIX FRUIT PEACH BERRY 30ML,LIQUID SALTNIC JUICENATION BUAQITA MIX FRUIT PEACH BERRY 30ML - 30MG,1809250003,Others,,NP SALTNIC,110000,87500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68d29038ac389.jpeg,,1,0,1,YES,30MG,1809250003,0,110000
55309781,55309781,100715154,LIQUID SALTNIC JUICENATION BUAQITA MIX FRUIT LYCHEE PINEAPPLE 30ML,LIQUID SALTNIC JUICENATION BUAQITA MIX FRUIT LYCHEE PINEAPPLE 30ML - 30MG,1809250002,Others,,NP SALTNIC,110000,87500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68d2904f7be14.jpeg,,1,0,1,YES,30MG,1809250002,0,110000
55309780,55309780,100715153,LIQUID SALTNIC JUICENATION BUAQITA MIX FRUIT RED APPLE WATERMELON 30ML,LIQUID SALTNIC JUICENATION BUAQITA MIX FRUIT RED APPLE WATERMELON 30ML - 30MG,1809250001,Others,,NP SALTNIC,110000,87500,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68d4ca17f1917.jpeg,,1,0,1,YES,30MG,1809250001,0,110000
100272506,100272506,100272506,POD TRML T28 DEEP PURPLE BUNDLING LIQUID 15ML,POD TRML T28 DEEP PURPLE BUNDLING LIQUID 15ML,1009250004,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68c2aba28ae32.jpeg,,1,0,0,NO,,,0,0
100272505,100272505,100272505,POD TRML T28 MUTED PINK BUNDLING LIQUID 15ML,POD TRML T28 MUTED PINK BUNDLING LIQUID 15ML,1009250003,Others,,POD,200000,165000,0,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68c2abba94443.jpeg,,1,0,0,NO,,,0,0
